first				second				third				
A	T	C	G	A	T	C	G	A	T	C	G	length
0.266667	0.106667	0.173333	0.453333	0.413333	0.24	0.16	0.186667	0.2	0.306667	0.32	0.173333	228
0.266667	0.106667	0.173333	0.453333	0.32	0.293333	0.266667	0.12	0.28	0.213333	0.213333	0.293333	228
0.293333	0.133333	0.28	0.293333	0.346667	0.306667	0.266667	0.08	0.2	0.186667	0.4	0.213333	228
0.4	0.133333	0.146667	0.32	0.373333	0.24	0.253333	0.133333	0.12	0.32	0.32	0.24	228
0.226667	0.2	0.266667	0.306667	0.226667	0.333333	0.253333	0.186667	0.24	0.293333	0.293333	0.173333	228
0.293333	0.146667	0.32	0.24	0.32	0.226667	0.213333	0.24	0.133333	0.28	0.386667	0.2	228
0.315789	0.289474	0.157895	0.236842	0.223684	0.368421	0.197368	0.210526	0.223684	0.328947	0.263158	0.184211	231
0.276316	0.131579	0.197368	0.394737	0.526316	0.118421	0.210526	0.144737	0.263158	0.302632	0.184211	0.25	231
0.144737	0.223684	0.236842	0.394737	0.355263	0.263158	0.197368	0.184211	0.289474	0.25	0.105263	0.355263	231
0.223684	0.197368	0.236842	0.342105	0.368421	0.210526	0.223684	0.197368	0.223684	0.368421	0.131579	0.276316	231
0.223684	0.144737	0.276316	0.355263	0.355263	0.302632	0.210526	0.131579	0.210526	0.289474	0.171053	0.328947	231
0.289474	0.171053	0.197368	0.342105	0.355263	0.263158	0.157895	0.223684	0.144737	0.289474	0.302632	0.263158	231
0.276316	0.197368	0.25	0.276316	0.315789	0.276316	0.223684	0.184211	0.197368	0.289474	0.236842	0.276316	231
0.402597	0.142857	0.168831	0.285714	0.376623	0.311688	0.194805	0.116883	0.454545	0.220779	0.142857	0.181818	234
0.25974	0.077922	0.272727	0.38961	0.38961	0.25974	0.181818	0.168831	0.194805	0.181818	0.363636	0.25974	234
0.337662	0.103896	0.25974	0.298701	0.363636	0.272727	0.233766	0.12987	0.25974	0.350649	0.181818	0.207792	234
0.402597	0.142857	0.168831	0.285714	0.38961	0.311688	0.181818	0.116883	0.454545	0.220779	0.142857	0.181818	234
0.428571	0.155844	0.181818	0.233766	0.324675	0.220779	0.233766	0.220779	0.337662	0.194805	0.298701	0.168831	234
0.285714	0.116883	0.285714	0.311688	0.363636	0.298701	0.207792	0.12987	0.155844	0.311688	0.194805	0.337662	234
0.371795	0.25641	0.076923	0.294872	0.25641	0.320513	0.358974	0.064103	0.397436	0.320513	0.141026	0.141026	237
0.294872	0.064103	0.153846	0.487179	0.423077	0.294872	0.205128	0.076923	0.166667	0.294872	0.294872	0.24359	237
0.269231	0.166667	0.25641	0.307692	0.371795	0.269231	0.205128	0.153846	0.269231	0.384615	0.089744	0.25641	237
0.153846	0.307692	0.230769	0.307692	0.141026	0.487179	0.205128	0.166667	0.166667	0.25641	0.294872	0.282051	237
0.307692	0.089744	0.230769	0.371795	0.346154	0.25641	0.269231	0.128205	0.141026	0.320513	0.282051	0.25641	237
0.230769	0.179487	0.24359	0.346154	0.307692	0.24359	0.24359	0.205128	0.217949	0.358974	0.294872	0.128205	237
0.307692	0.076923	0.153846	0.461538	0.089744	0.461538	0.294872	0.153846	0.166667	0.282051	0.320513	0.230769	237
0.25641	0.141026	0.307692	0.294872	0.25641	0.269231	0.205128	0.269231	0.217949	0.192308	0.230769	0.358974	237
0.269231	0.128205	0.294872	0.307692	0.282051	0.269231	0.205128	0.24359	0.153846	0.282051	0.333333	0.230769	237
0.269231	0.230769	0.282051	0.217949	0.179487	0.474359	0.153846	0.192308	0.192308	0.205128	0.102564	0.5	237
0.278481	0.126582	0.278481	0.316456	0.240506	0.227848	0.278481	0.253165	0.151899	0.202532	0.379747	0.265823	240
0.253165	0.075949	0.303797	0.367089	0.341772	0.329114	0.189873	0.139241	0.21519	0.367089	0.164557	0.253165	240
0.164557	0.240506	0.316456	0.278481	0.316456	0.227848	0.151899	0.303797	0.253165	0.240506	0.227848	0.278481	240
0.35443	0.202532	0.151899	0.291139	0.189873	0.379747	0.151899	0.278481	0.303797	0.240506	0.253165	0.202532	240
0.265823	0.177215	0.189873	0.367089	0.316456	0.253165	0.253165	0.177215	0.253165	0.316456	0.151899	0.278481	240
0.21519	0.265823	0.177215	0.341772	0.21519	0.43038	0.164557	0.189873	0.21519	0.35443	0.240506	0.189873	240
0.278481	0.177215	0.253165	0.291139	0.253165	0.316456	0.139241	0.291139	0.253165	0.227848	0.227848	0.291139	240
0.253165	0.075949	0.240506	0.43038	0.151899	0.481013	0.21519	0.151899	0.088608	0.316456	0.227848	0.367089	240
0.2125	0.075	0.3375	0.375	0.4	0.25	0.225	0.125	0.225	0.1625	0.2375	0.375	243
0.225	0.15	0.325	0.3	0.3	0.275	0.25	0.175	0.2125	0.25	0.175	0.3625	243
0.275	0.2125	0.2375	0.275	0.2875	0.3625	0.2	0.15	0.375	0.25	0.1125	0.2625	243
0.275	0.275	0.1375	0.3125	0.1125	0.5	0.1625	0.225	0.1125	0.275	0.3	0.3125	243
0.1625	0.2375	0.2375	0.3625	0.1875	0.375	0.25	0.1875	0.1125	0.2875	0.25	0.35	243
0.3125	0.15	0.075	0.4625	0.1	0.1875	0.5125	0.2	0.15	0.2625	0.2625	0.325	243
0.2625	0.1875	0.225	0.325	0.1375	0.5375	0.1875	0.1375	0.125	0.2375	0.1875	0.45	243
0.320988	0.209877	0.234568	0.234568	0.246914	0.308642	0.234568	0.209877	0.333333	0.17284	0.185185	0.308642	246
0.17284	0.123457	0.234568	0.469136	0.259259	0.333333	0.271605	0.135802	0.185185	0.234568	0.246914	0.333333	246
0.259259	0.148148	0.185185	0.407407	0.308642	0.246914	0.271605	0.17284	0.246914	0.333333	0.222222	0.197531	246
0.283951	0.209877	0.234568	0.271605	0.296296	0.283951	0.209877	0.209877	0.283951	0.296296	0.135802	0.283951	246
0.246914	0.135802	0.209877	0.407407	0.419753	0.259259	0.222222	0.098765	0.209877	0.259259	0.271605	0.259259	246
0.246914	0.234568	0.209877	0.308642	0.345679	0.308642	0.17284	0.17284	0.17284	0.222222	0.283951	0.320988	246
0.234568	0.135802	0.271605	0.358025	0.259259	0.271605	0.246914	0.222222	0.123457	0.37037	0.246914	0.259259	246
0.271605	0.123457	0.283951	0.320988	0.259259	0.308642	0.246914	0.185185	0.111111	0.308642	0.296296	0.283951	246
0.259259	0.08642	0.320988	0.333333	0.506173	0.283951	0.123457	0.08642	0.271605	0.135802	0.17284	0.419753	246
0.345679	0.209877	0.148148	0.296296	0.296296	0.320988	0.197531	0.185185	0.222222	0.345679	0.259259	0.17284	246
0.182927	0.268293	0.317073	0.231707	0.146341	0.47561	0.231707	0.146341	0.146341	0.243902	0.231707	0.378049	249
0.365854	0.207317	0.195122	0.231707	0.353659	0.390244	0.146341	0.109756	0.182927	0.426829	0.134146	0.256098	249
0.341463	0.170732	0.097561	0.390244	0.109756	0.5	0.109756	0.280488	0.134146	0.341463	0.268293	0.256098	249
0.292683	0.280488	0.146341	0.280488	0.280488	0.268293	0.182927	0.268293	0.304878	0.195122	0.256098	0.243902	249
0.256098	0.097561	0.231707	0.414634	0.280488	0.280488	0.207317	0.231707	0.195122	0.329268	0.341463	0.134146	249
0.329268	0.085366	0.219512	0.365854	0.365854	0.329268	0.170732	0.134146	0.182927	0.231707	0.219512	0.365854	249
0.231707	0.085366	0.219512	0.463415	0.304878	0.353659	0.158537	0.182927	0.182927	0.268293	0.317073	0.231707	249
0.317073	0.207317	0.146341	0.329268	0.158537	0.414634	0.268293	0.158537	0.134146	0.292683	0.317073	0.256098	249
0.301205	0.120482	0.216867	0.361446	0.385542	0.301205	0.204819	0.108434	0.240964	0.216867	0.289157	0.253012	252
0.26506	0.228916	0.120482	0.385542	0.289157	0.361446	0.144578	0.204819	0.240964	0.385542	0.168675	0.204819	252
0.26506	0.108434	0.26506	0.361446	0.337349	0.349398	0.253012	0.060241	0.168675	0.301205	0.277108	0.253012	252
0.337349	0.144578	0.204819	0.313253	0.325301	0.26506	0.253012	0.156627	0.228916	0.240964	0.240964	0.289157	252
0.240964	0.301205	0.289157	0.168675	0.433735	0.240964	0.144578	0.180723	0.120482	0.337349	0.168675	0.373494	252
0.289157	0.120482	0.240964	0.349398	0.325301	0.253012	0.192771	0.228916	0.156627	0.26506	0.325301	0.253012	252
0.204819	0.072289	0.253012	0.46988	0.301205	0.228916	0.289157	0.180723	0.192771	0.26506	0.240964	0.301205	252
0.349398	0.108434	0.228916	0.313253	0.313253	0.289157	0.192771	0.204819	0.204819	0.204819	0.26506	0.325301	252
0.27381	0.130952	0.22619	0.369048	0.404762	0.285714	0.166667	0.142857	0.190476	0.27381	0.285714	0.25	255
0.297619	0.166667	0.202381	0.333333	0.380952	0.27381	0.190476	0.154762	0.214286	0.297619	0.22619	0.261905	255
0.285714	0.130952	0.190476	0.392857	0.071429	0.5	0.130952	0.297619	0.119048	0.27381	0.333333	0.27381	255
0.345238	0.190476	0.345238	0.119048	0.285714	0.321429	0.261905	0.130952	0.27381	0.095238	0.166667	0.464286	255
0.25	0.166667	0.27381	0.309524	0.261905	0.238095	0.285714	0.214286	0.202381	0.285714	0.166667	0.345238	255
0.261905	0.214286	0.238095	0.285714	0.392857	0.238095	0.190476	0.178571	0.27381	0.285714	0.190476	0.25	255
0.261905	0.178571	0.297619	0.261905	0.214286	0.214286	0.321429	0.25	0.166667	0.27381	0.297619	0.261905	255
0.166667	0.190476	0.285714	0.357143	0.261905	0.27381	0.22619	0.238095	0.166667	0.25	0.309524	0.27381	255
0.27381	0.142857	0.214286	0.369048	0.357143	0.309524	0.166667	0.166667	0.095238	0.297619	0.285714	0.321429	255
0.333333	0.107143	0.214286	0.345238	0.333333	0.333333	0.154762	0.178571	0.178571	0.27381	0.309524	0.238095	255
0.428571	0.202381	0.142857	0.22619	0.404762	0.297619	0.154762	0.142857	0.369048	0.428571	0.083333	0.119048	255
0.305882	0.164706	0.211765	0.317647	0.317647	0.317647	0.188235	0.176471	0.270588	0.294118	0.176471	0.258824	258
0.223529	0.152941	0.223529	0.4	0.411765	0.247059	0.176471	0.164706	0.235294	0.376471	0.176471	0.211765	258
0.341176	0.129412	0.164706	0.364706	0.270588	0.270588	0.329412	0.129412	0.305882	0.247059	0.211765	0.235294	258
0.305882	0.247059	0.141176	0.305882	0.2	0.447059	0.235294	0.117647	0.141176	0.282353	0.164706	0.411765	258
0.317647	0.082353	0.223529	0.376471	0.317647	0.282353	0.282353	0.117647	0.2	0.258824	0.282353	0.258824	258
0.294118	0.152941	0.223529	0.329412	0.329412	0.282353	0.223529	0.164706	0.211765	0.270588	0.282353	0.235294	258
0.282353	0.105882	0.188235	0.423529	0.305882	0.223529	0.188235	0.282353	0.235294	0.329412	0.329412	0.105882	258
0.2	0.2	0.235294	0.364706	0.388235	0.223529	0.164706	0.223529	0.235294	0.270588	0.188235	0.305882	258
0.211765	0.188235	0.341176	0.258824	0.176471	0.294118	0.258824	0.270588	0.235294	0.235294	0.270588	0.258824	258
0.305882	0.152941	0.282353	0.258824	0.341176	0.270588	0.2	0.188235	0.188235	0.235294	0.423529	0.152941	258
0.290698	0.116279	0.186047	0.406977	0.337209	0.313953	0.232558	0.116279	0.232558	0.290698	0.255814	0.22093	261
0.255814	0.127907	0.255814	0.360465	0.44186	0.313953	0.162791	0.081395	0.197674	0.255814	0.162791	0.383721	261
0.348837	0.127907	0.093023	0.430233	0.244186	0.255814	0.395349	0.104651	0.197674	0.290698	0.290698	0.22093	261
0.325581	0.104651	0.209302	0.360465	0.27907	0.244186	0.290698	0.186047	0.244186	0.209302	0.325581	0.22093	261
0.348837	0.186047	0.162791	0.302326	0.406977	0.255814	0.197674	0.139535	0.197674	0.244186	0.244186	0.313953	261
0.162791	0.244186	0.290698	0.302326	0.22093	0.244186	0.267442	0.267442	0.162791	0.290698	0.313953	0.232558	261
0.22093	0.209302	0.22093	0.348837	0.348837	0.151163	0.267442	0.232558	0.27907	0.244186	0.232558	0.244186	261
0.37931	0.08046	0.218391	0.321839	0.390805	0.206897	0.287356	0.114943	0.229885	0.298851	0.252874	0.218391	264
0.321839	0.183908	0.172414	0.321839	0.321839	0.264368	0.252874	0.16092	0.206897	0.321839	0.218391	0.252874	264
0.310345	0.103448	0.252874	0.333333	0.356322	0.333333	0.218391	0.091954	0.229885	0.264368	0.264368	0.241379	264
0.298851	0.114943	0.241379	0.344828	0.344828	0.310345	0.195402	0.149425	0.206897	0.264368	0.172414	0.356322	264
0.241379	0.103448	0.229885	0.425287	0.333333	0.298851	0.195402	0.172414	0.229885	0.149425	0.310345	0.310345	264
0.37931	0.137931	0.218391	0.264368	0.37931	0.252874	0.183908	0.183908	0.287356	0.183908	0.287356	0.241379	264
0.298851	0.137931	0.137931	0.425287	0.275862	0.241379	0.344828	0.137931	0.275862	0.298851	0.241379	0.183908	264
0.275862	0.16092	0.252874	0.310345	0.275862	0.333333	0.229885	0.16092	0.252874	0.218391	0.344828	0.183908	264
0.238636	0.136364	0.238636	0.386364	0.352273	0.159091	0.215909	0.272727	0.227273	0.306818	0.272727	0.193182	267
0.397727	0.170455	0.113636	0.318182	0.329545	0.340909	0.215909	0.113636	0.329545	0.375	0.125	0.170455	267
0.272727	0.113636	0.284091	0.329545	0.386364	0.340909	0.170455	0.102273	0.261364	0.306818	0.170455	0.261364	267
0.215909	0.227273	0.159091	0.397727	0.159091	0.215909	0.318182	0.306818	0.215909	0.306818	0.193182	0.284091	267
0.409091	0.170455	0.227273	0.193182	0.375	0.261364	0.261364	0.102273	0.227273	0.204545	0.193182	0.375	267
0.306818	0.170455	0.193182	0.329545	0.363636	0.272727	0.159091	0.204545	0.215909	0.25	0.215909	0.318182	267
0.284091	0.125	0.284091	0.306818	0.340909	0.318182	0.125	0.215909	0.193182	0.25	0.318182	0.238636	267
0.370787	0.157303	0.191011	0.280899	0.146067	0.494382	0.280899	0.078652	0.123596	0.191011	0.280899	0.404494	270
0.235955	0.089888	0.370787	0.303371	0.337079	0.269663	0.191011	0.202247	0.202247	0.292135	0.292135	0.213483	270
0.303371	0.191011	0.280899	0.224719	0.224719	0.494382	0.157303	0.123596	0.168539	0.235955	0.235955	0.359551	270
0.359551	0.101124	0.157303	0.382022	0.393258	0.258427	0.213483	0.134831	0.179775	0.325843	0.224719	0.269663	270
0.235955	0.146067	0.269663	0.348315	0.41573	0.314607	0.157303	0.11236	0.247191	0.235955	0.191011	0.325843	270
0.355556	0.144444	0.155556	0.344444	0.333333	0.288889	0.188889	0.188889	0.3	0.155556	0.233333	0.311111	273
0.277778	0.1	0.133333	0.488889	0.266667	0.244444	0.333333	0.155556	0.233333	0.388889	0.2	0.177778	273
0.444444	0.133333	0.177778	0.244444	0.355556	0.3	0.166667	0.177778	0.311111	0.333333	0.144444	0.211111	273
0.177778	0.188889	0.288889	0.344444	0.288889	0.277778	0.244444	0.188889	0.288889	0.244444	0.188889	0.277778	273
0.355556	0.122222	0.222222	0.3	0.388889	0.322222	0.166667	0.122222	0.2	0.244444	0.211111	0.344444	273
0.266667	0.055556	0.288889	0.388889	0.4	0.322222	0.144444	0.133333	0.211111	0.277778	0.188889	0.322222	273
0.211111	0.122222	0.188889	0.477778	0.322222	0.322222	0.133333	0.222222	0.166667	0.177778	0.433333	0.222222	273
0.255556	0.1	0.188889	0.455556	0.333333	0.322222	0.233333	0.111111	0.211111	0.288889	0.233333	0.266667	273
0.188889	0.188889	0.255556	0.366667	0.377778	0.366667	0.1	0.155556	0.177778	0.411111	0.122222	0.288889	273
0.311111	0.077778	0.188889	0.422222	0.333333	0.255556	0.311111	0.1	0.255556	0.3	0.222222	0.222222	273
0.344444	0.122222	0.244444	0.288889	0.377778	0.188889	0.255556	0.177778	0.233333	0.233333	0.211111	0.322222	273
0.344444	0.1	0.2	0.355556	0.433333	0.288889	0.111111	0.166667	0.311111	0.288889	0.188889	0.211111	273
0.296703	0.197802	0.241758	0.263736	0.230769	0.21978	0.263736	0.285714	0.164835	0.285714	0.373626	0.175824	276
0.395604	0.164835	0.043956	0.395604	0.406593	0.274725	0.252747	0.065934	0.307692	0.274725	0.175824	0.241758	276
0.241758	0.076923	0.285714	0.395604	0.318681	0.263736	0.186813	0.230769	0.175824	0.318681	0.252747	0.252747	276
0.395604	0.076923	0.131868	0.395604	0.373626	0.32967	0.197802	0.098901	0.351648	0.296703	0.208791	0.142857	276
0.362637	0.230769	0.186813	0.21978	0.252747	0.32967	0.307692	0.10989	0.318681	0.296703	0.131868	0.252747	276
0.32967	0.131868	0.252747	0.285714	0.461538	0.274725	0.120879	0.142857	0.175824	0.186813	0.263736	0.373626	276
0.208791	0.021978	0.296703	0.472527	0.362637	0.285714	0.186813	0.164835	0.252747	0.252747	0.263736	0.230769	276
0.307692	0.252747	0.208791	0.230769	0.10989	0.450549	0.285714	0.153846	0.175824	0.263736	0.318681	0.241758	276
0.230769	0.186813	0.21978	0.362637	0.318681	0.252747	0.285714	0.142857	0.241758	0.230769	0.230769	0.296703	276
0.32967	0.120879	0.197802	0.351648	0.340659	0.285714	0.197802	0.175824	0.230769	0.307692	0.252747	0.208791	276
0.304348	0.173913	0.271739	0.25	0.402174	0.282609	0.184783	0.130435	0.26087	0.380435	0.130435	0.228261	279
0.25	0.206522	0.173913	0.369565	0.358696	0.304348	0.152174	0.184783	0.163043	0.206522	0.25	0.380435	279
0.206522	0.184783	0.206522	0.402174	0.293478	0.26087	0.163043	0.282609	0.23913	0.228261	0.25	0.282609	279
0.195652	0.184783	0.282609	0.336957	0.26087	0.336957	0.108696	0.293478	0.130435	0.282609	0.315217	0.271739	279
0.206522	0.152174	0.228261	0.413043	0.326087	0.282609	0.228261	0.163043	0.152174	0.282609	0.217391	0.347826	279
0.347826	0.195652	0.206522	0.25	0.282609	0.217391	0.293478	0.206522	0.206522	0.23913	0.217391	0.336957	279
0.315217	0.119565	0.26087	0.304348	0.326087	0.271739	0.228261	0.173913	0.173913	0.315217	0.23913	0.271739	279
0.282609	0.163043	0.271739	0.282609	0.271739	0.271739	0.304348	0.152174	0.228261	0.293478	0.217391	0.26087	279
0.391304	0.130435	0.217391	0.26087	0.282609	0.304348	0.271739	0.141304	0.184783	0.23913	0.347826	0.228261	279
0.301075	0.215054	0.193548	0.290323	0.247312	0.27957	0.268817	0.204301	0.215054	0.408602	0.182796	0.193548	282
0.236559	0.139785	0.27957	0.344086	0.333333	0.311828	0.204301	0.150538	0.204301	0.204301	0.27957	0.311828	282
0.333333	0.150538	0.225806	0.290323	0.139785	0.419355	0.236559	0.204301	0.11828	0.258065	0.311828	0.311828	282
0.255319	0.191489	0.180851	0.37234	0.276596	0.287234	0.223404	0.212766	0.12766	0.287234	0.329787	0.255319	285
0.212766	0.095745	0.265957	0.425532	0.244681	0.351064	0.255319	0.148936	0.148936	0.340426	0.244681	0.265957	285
0.276596	0.12766	0.255319	0.340426	0.351064	0.234043	0.234043	0.180851	0.244681	0.276596	0.255319	0.223404	285
0.297872	0.117021	0.265957	0.319149	0.244681	0.308511	0.276596	0.170213	0.287234	0.191489	0.180851	0.340426	285
0.351064	0.159574	0.148936	0.340426	0.287234	0.351064	0.191489	0.170213	0.202128	0.393617	0.170213	0.234043	285
0.297872	0.074468	0.244681	0.382979	0.393617	0.287234	0.180851	0.138298	0.191489	0.223404	0.340426	0.244681	285
0.276596	0.180851	0.170213	0.37234	0.265957	0.255319	0.276596	0.202128	0.159574	0.297872	0.308511	0.234043	285
0.244681	0.212766	0.12766	0.414894	0.202128	0.382979	0.202128	0.212766	0.319149	0.244681	0.12766	0.308511	285
0.223404	0.180851	0.212766	0.382979	0.361702	0.265957	0.223404	0.148936	0.255319	0.340426	0.244681	0.159574	285
0.178947	0.157895	0.231579	0.431579	0.347368	0.273684	0.168421	0.210526	0.094737	0.231579	0.315789	0.357895	288
0.221053	0.136842	0.336842	0.305263	0.221053	0.431579	0.231579	0.115789	0.221053	0.252632	0.157895	0.368421	288
0.210526	0.189474	0.221053	0.378947	0.326316	0.242105	0.2	0.231579	0.189474	0.347368	0.242105	0.221053	288
0.231579	0.178947	0.231579	0.357895	0.347368	0.336842	0.136842	0.178947	0.231579	0.263158	0.189474	0.315789	288
0.263158	0.147368	0.221053	0.368421	0.336842	0.368421	0.157895	0.136842	0.263158	0.305263	0.157895	0.273684	288
0.242105	0.105263	0.210526	0.442105	0.273684	0.336842	0.178947	0.210526	0.189474	0.242105	0.284211	0.284211	288
0.273684	0.231579	0.168421	0.326316	0.326316	0.273684	0.168421	0.231579	0.2	0.326316	0.242105	0.231579	288
0.315789	0.094737	0.221053	0.368421	0.431579	0.294737	0.178947	0.094737	0.242105	0.263158	0.294737	0.2	288
0.252632	0.136842	0.294737	0.315789	0.284211	0.347368	0.2	0.168421	0.157895	0.305263	0.315789	0.221053	288
0.270833	0.135417	0.197917	0.395833	0.25	0.239583	0.260417	0.25	0.239583	0.260417	0.239583	0.260417	291
0.239583	0.1875	0.21875	0.354167	0.416667	0.3125	0.166667	0.104167	0.208333	0.239583	0.302083	0.25	291
0.416667	0.114583	0.145833	0.322917	0.34375	0.28125	0.1875	0.1875	0.197917	0.333333	0.25	0.21875	291
0.239583	0.125	0.197917	0.4375	0.385417	0.260417	0.260417	0.09375	0.28125	0.21875	0.229167	0.270833	291
0.28125	0.104167	0.229167	0.385417	0.3125	0.239583	0.333333	0.114583	0.21875	0.229167	0.1875	0.364583	291
0.260417	0.083333	0.260417	0.395833	0.354167	0.25	0.208333	0.1875	0.21875	0.291667	0.197917	0.291667	291
0.302083	0.072917	0.260417	0.364583	0.34375	0.333333	0.177083	0.145833	0.208333	0.302083	0.270833	0.21875	291
0.3125	0.041667	0.354167	0.291667	0.385417	0.291667	0.177083	0.145833	0.302083	0.166667	0.239583	0.291667	291
0.34375	0.177083	0.1875	0.291667	0.333333	0.3125	0.197917	0.15625	0.322917	0.1875	0.177083	0.3125	291
0.3125	0.09375	0.302083	0.291667	0.364583	0.364583	0.125	0.145833	0.114583	0.28125	0.3125	0.291667	291
0.298969	0.14433	0.216495	0.340206	0.381443	0.268041	0.226804	0.123711	0.278351	0.350515	0.195876	0.175258	294
0.340206	0.14433	0.195876	0.319588	0.28866	0.309278	0.278351	0.123711	0.329897	0.329897	0.164948	0.175258	294
0.278351	0.051546	0.360825	0.309278	0.360825	0.268041	0.175258	0.195876	0.216495	0.195876	0.206186	0.381443	294
0.216495	0.247423	0.226804	0.309278	0.14433	0.463918	0.185567	0.206186	0.103093	0.319588	0.226804	0.350515	294
0.402062	0.051546	0.226804	0.319588	0.298969	0.226804	0.298969	0.175258	0.226804	0.206186	0.309278	0.257732	294
0.268041	0.175258	0.268041	0.28866	0.42268	0.28866	0.164948	0.123711	0.226804	0.28866	0.164948	0.319588	294
0.268041	0.175258	0.206186	0.350515	0.371134	0.268041	0.164948	0.195876	0.14433	0.319588	0.360825	0.175258	294
0.216495	0.061856	0.206186	0.515464	0.216495	0.319588	0.247423	0.216495	0.175258	0.247423	0.298969	0.278351	294
0.319588	0.061856	0.28866	0.329897	0.340206	0.319588	0.195876	0.14433	0.247423	0.237113	0.247423	0.268041	294
